1,1
2,0
3,-0.11111111111111110494
4,0
5,0.040000000000000000833
6,0
7,-0.02040816326530612082
8,0
9,0.012345679012345678327
10,0
11,-0.0082644628099173556013
12,0
13,0.0059171597633136093289
14,0
15,-0.0044444444444444444406
16,0
17,0.0034602076124567475099
18,0
19,-0.0027700831024930747983
20,0
21,0.0022675736961451247765
22,0
23,-0.0018903591682419660248
24,0
25,0.0016000000000000000767
26,0
27,-0.0013717421124828531234
28,0
29,0.0011890606420927466239
30,0
31,-0.0010405827263267430731
32,0
33,0.00091827364554637280845
34,0
35,-0.00081632653061224492823
36,0
37,0.00073046018991964939329
38,0
39,-0.00065746219592373441806
40,0
41,0.00059488399762046403809
42,0
43,-0.00054083288263926450768
44,0
45,0.00049382716049382717211
46,0
47,-0.00045269352648257129516
48,0
49,0.00041649312786339027061
50,0
51,-0.00038446751249519416777
52,0
53,0.00035599857600569599636
54,0
55,-0.00033057851239669423923
56,0
57,0.00030778701138811940998
58,0
59,-0.00028727377190462512419
60,0
61,0.00026874496103198062614
62,0
63,-0.00025195263290501388213
64,0
65,0.00023668639053254437641
66,0
67,-0.00022276676319893073106
68,0
69,0.00021003990758244065135
70,0
71,-0.00019837333862328902908
72,0
73,0.00018765246762994934235
74,0
75,-0.0001777777777777777863
76,0
77,0.00016866250632484398246
78,0
79,-0.00016023073225444639826
80,0
81,0.00015241579027587258432
82,0
83,-0.00014515894904920887136
84,0
85,0.00013840830449826990798
86,0
87,-0.00013211784912141630961
88,0
89,0.00012624668602449184963
90,0
91,-0.00012075836251660427146
92,0
93,0.00011562030292519365822
94,0
95,-0.00011080332409972298705
96,0
97,0.00010628122010840685059
98,0
99,-0.00010203040506070808983
100,0
101,9.8029604940692082284e-05
102,0
103,-9.4259590913375434617e-05
104,0
105,9.070294784580499052e-05
106,0
107,-8.7343872827321168304e-05
108,0
109,8.4167999326656008194e-05
110,0
111,-8.1162243324405485131e-05
112,0
113,7.8314668337379589151e-05
114,0
115,-7.5614366729678632317e-05
116,0
117,7.3051355102637157563e-05
118,0
119,-7.0616481886872395119e-05
120,0
121,6.8301345536507063021e-05
122,0
123,-6.6098221957829330036e-05
124,0
125,6.3999999999999997104e-05
126,0
127,-6.2000124000248006358e-05
128,0
129,6.0092542515473828916e-05
130,0
131,-5.8271662490530856606e-05
132,0
133,5.6532308214144385574e-05
134,0
135,-5.4869684499314128729e-05
136,0
137,5.3279343598486864292e-05
138,0
139,-5.1757155426737743288e-05
140,0
141,5.0299280720285701721e-05
142,0
143,-4.8902146804244704973e-05
144,0
145,4.7562425683709869291e-05
146,0
147,-4.6277014207043362648e-05
148,0
149,4.5043016080356741075e-05
150,0
151,-4.3857725538353582381e-05
152,0
153,4.2718612499466015629e-05
154,0
155,-4.1623309053069720755e-05
156,0
157,4.0569597143900357715e-05
158,0
159,-3.9555397333966221818e-05
160,0
161,3.8578758535550325653e-05
162,0
163,-3.7637848620572846318e-05
164,0
165,3.6730945821854913964e-05
166,0
167,-3.5856430850873103103e-05
168,0
169,3.5012779664577571798e-05
170,0
171,-3.419855682090215817e-05
172,0
173,3.3412409368839585567e-05
174,0
175,-3.2653061224489793334e-05
176,0
177,3.1919307989402790824e-05
178,0
179,-3.1210012171904747628e-05
180,0
181,3.0524098775983636502e-05
182,0
183,-2.9860551225775628514e-05
184,0
185,2.9218407596785974241e-05
186,0
187,-2.859675712774171241e-05
188,0
189,2.7994736989445985774e-05
190,0
191,-2.741152928921904684e-05
192,0
193,2.6846358291497758646e-05
194,0
195,-2.6298487836949375909e-05
196,0
197,2.5767218944059367346e-05
198,0
199,-2.5251887578596499286e-05
200,0
201,2.4751862577658968989e-05
202,0
203,-2.426654371617850315e-05
204,0
205,2.379535990481856193e-05
206,0
207,-2.3337767509160075007e-05
208,0
209,2.2893248780934501765e-05
210,0
211,-2.2461310392848319586e-05
212,0
213,2.2041482069254335059e-05
214,0
215,-2.1633315305570577461e-05
216,0
217,2.123638216993353162e-05
218,0
219,-2.0850274181105481354e-05
220,0
221,2.0474601257140518772e-05
222,0
223,-2.010899072975527198e-05
224,0
225,1.9753086419753086613e-05
226,0
227,-1.940654776921733467e-05
228,0
229,1.9069049026525047402e-05
230,0
231,-1.874027848053822065e-05
232,0
233,1.841993774061043772e-05
234,0
235,-1.8107741059302851806e-05
236,0
237,1.7803414694938489448e-05
238,0
239,-1.7506696311339087923e-05
240,0
241,1.7217334412286288867e-05
242,0
243,-1.6935087808430285641e-05
244,0
245,1.6659725114535609605e-05
246,0
247,-1.639102427510695181e-05
248,0
249,1.6128772116578764614e-05
250,0
251,-1.5872763924382153199e-05
252,0
253,1.5622803043322032479e-05
254,0
255,-1.537870049980776793e-05
256,0
257,1.5140274644582052711e-05
258,0
259,-1.490735081468672124e-05
260,0
261,1.4679761013490700127e-05
262,0
263,-1.4457343607685523194e-05
264,0
265,1.4239943040227839245e-05
266,0
267,-1.4027409558276872934e-05
268,0
269,1.3819598955238318141e-05
270,0
271,-1.3616372326084884951e-05
272,0
273,1.3417595835178253326e-05
274,0
275,-1.3223140495867768011e-05
276,0
277,1.3032881961188077182e-05
278,0
279,-1.284670032502151758e-05
280,0
281,1.2664479933131545474e-05
282,0
283,-1.2486109203511093973e-05
284,0
285,1.231148045552477728e-05
286,0
287,-1.2140489747356408837e-05
288,0
289,1.1973036721303624127e-05
290,0
291,-1.1809024456489649124e-05
292,0
293,1.1648359328588567613e-05
294,0
295,-1.1490950876185004561e-05
296,0
297,1.1336711673412010922e-05
298,0
299,-1.1185557208532343151e-05
300,0
301,1.1037405768148254636e-05
302,0
303,-1.0892178326743566204e-05
304,0
305,1.0749798441279226672e-05
306,0
307,-1.0610192150579847602e-05
308,0
309,1.0473287879263937933e-05
310,0
311,-1.0339016345984843436e-05
312,0
313,1.0207310475762741808e-05
314,0
315,-1.0078105316200554879e-05
316,0
317,9.9513379573883708112e-06
318,0
319,-9.8269474553119569131e-06
320,0
321,9.7048747585912401698e-06
322,0
323,-9.5850626383843413349e-06
324,0
325,9.4674556213017743787e-06
326,0
327,-9.3519999251840001575e-06
328,0
329,9.2386433976034954392e-06
330,0
331,-9.127335456960048872e-06
332,0
333,9.0180270360450546564e-06
334,0
335,-8.9106705279572289715e-06
336,0
337,8.8052197342584676601e-06
338,0
339,-8.7016298152643997357e-06
340,0
341,8.5998572423697766095e-06
342,0
343,-8.4998597523140868442e-06
344,0
345,8.4015963032976261895e-06
346,0
347,-8.3050270328629926506e-06
348,0
349,8.2101132174612691012e-06
350,0
351,-8.1168172336263504638e-06
352,0
353,8.0251025206847010658e-06
354,0
355,-7.9349335449315615021e-06
356,0
357,7.846275765208044655e-06
358,0
359,-7.7590955998168859714e-06
360,0
